Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check
"Rockwell, Norman",RockwellNorman,Political and Military History,14,images/293.jpg,American painter,Norman Percevel Rockwell was an American painter and illustrator. His works have a broad popular appeal in the United States for their reflection of American culture. ,img,pmh
"Scot, Robert",ScotRobert,Work and Industry,14,,,,wi,wi
"Sidney, George",SidneyGeorge,Cultural and Community Life,14,,,,ccl,ccl
"Tucker, Stephen D.",TuckerStephenD,Work and Industry,14,,,,wi,wi
"Young, John J.",YoungJohnJ,Work and Industry,14,,,,wi,wi
"Armstrong, W.G.",ArmstrongWG,Work and Industry,13,,,,wi,wi
"Deaner, Leo",DeanerLeo,Political and Military History,13,,,,pmh,pmh
"Duboscq, Jules",DuboscqJules,Medicine and Science,13,,French photographer,"Louis Jules Duboscq was a French instrument maker, inventor, and pioneering photographer. He was known in his time, and is remembered today, for the high quality of his optical instruments.",ms,ms
"Gansevoort, Henry S.",GansevoortHenryS,Political and Military History,13,,,,pmh,pmh
"Gebel-Williams, Gunther",Gebel-WilliamsGunther,Cultural and Community Life,13,images/299.jpg,Animal trainer,Gunther Gebel-Williams was an animal trainer for Ringling Bros. and Barnum &amp; Bailey Circus from 1968-1990.,img,ccl
"Gillam, Bernhard",GillamBernhard,Political and Military History,13,images/300.jpg,Political cartoonist,"Bernhard Gillam was an English-born American political cartoonist.
Gillam was born in Banbury, Oxfordshire. He arrived in New York with his parents in 1866. ",img,pmh
"Givenchy, Hubert",GivenchyHubert,Cultural and Community Life,13,images/301.jpg,French fashion designer,Count Hubert James Marcel Taffin de Givenchy was a French fashion designer who founded the house of Givenchy in 1952. He is famous for having designed much of the personal and professional wardrobe of Audrey Hepburn and clothing for Jacqueline Bouvier Kennedy. ,img,ccl
"Greenfield, Lauren",GreenfieldLauren,Work and Industry,13,,,,wi,wi
"Jena Glasswork, Schott & Associates",JenaGlassworkSchott&Associates,Medicine and Science,13,,,,ms,ms
"Kauffmann, Edith Charlotte Willis",KauffmannEdithCharlotteWillis,Cultural and Community Life,13,,,,ccl,ccl
"MacArthur, Douglas",MacArthurDouglas,Political and Military History,13,images/302.jpg,American general,General of the Army Douglas MacArthur was an American five-star general and Field Marshal of the Philippine Army. He was Chief of Staff of the United States Army during the 1930s and played a prominent role in the Pacific theater during World War II. ,img,pmh
"Metzker, Ray K.",MetzkerRayK,Work and Industry,13,,American photographer,"Ray K. Metzker was an American photographer known chiefly for his bold, experimental B&amp;W cityscapes and for his large ""composites"", assemblages of printed film strips and single frames. ",wi,wi
"Ryan, Paul",RyanPaul,Political and Military History,13,images/304.jpg,Professional baseball player,"Ryan Paul Freel was an American professional baseball player. A utility player, Freel played second base, third base, and all three outfield positions in Major League Baseball for the Baltimore Orioles, Chicago Cubs, Cincinnati Reds, Kansas City Royals and Toronto Blue Jays between 2001 and 2009.
",img,pmh
"Tobin, George T.",TobinGeorgeT,Work and Industry,13,,,,wi,wi
"Valentine, James",ValentineJames,Work and Industry,13,,Footballer,Valentine Ozornwafor is a Nigerian professional footballer who plays as a central defender for Spanish club UD AlmerÃ­a on loan from Turkish club Galatasaray.,wi,wi
"Wilson, William H.",WilsonWilliamH,Cultural and Community Life,13,images/306.jpg,27th U.S. President,"William Howard Taft was the 27th president of the United States and the tenth Chief Justice of the United States, the only person to have held both offices. ",img,ccl
"Zeiss, Carl",ZeissCarl,Medicine and Science,13,,,,ms,ms
"Abzug, Bella",AbzugBella,Political and Military History,12,images/308.jpg,American lawyer,"Bella Savitzky Abzug, nicknamed ""Battling Bella"", was an American lawyer, U.S. Representative, social activist and a leader of the Women's Movement. ",img,pmh
"Albright, Madeleine",AlbrightMadeleine,Political and Military History,12,images/309.jpg,Former United States Secretary of State,"Madeleine Jana Korbel Albright is an American politician and diplomat who served as the first female United States Secretary of State in U.S. history from 1997 to 2001 under President Bill Clinton.
",img,pmh
"Benson, Harold Walter",BensonHaroldWalter,Medicine and Science,12,,,,ms,ms
"Brady, Mathew B.",BradyMathewB,Work and Industry,12,images/310.jpg,American photographer,"Mathew B. Brady was an American photographer, and one of the earliest in American history. Best known for his scenes of the Civil War, he studied under inventor Samuel F. B. Morse, who pioneered the daguerreotype technique in America. ",img,wi
"Chavez, Cesar",ChavezCesar,Political and Military History,12,images/311.jpg,Mexican professional boxer,"Julio CÃ©sar ChÃ¡vez GonzÃ¡lez, also known as Julio CÃ©sar ChÃ¡vez Sr., is a Mexican former professional boxer who competed from 1980 to 2005.
",img,pmh
"Chodowiecki, Daniel Nikolaus",ChodowieckiDanielNikolaus,Work and Industry,12,,,,wi,wi
"Disney, Walt",DisneyWalt,Cultural and Community Life,12,images/312.jpg,American entrepreneur,"Walter Elias Disney was an American entrepreneur, animator, writer, voice actor and film producer. A pioneer of the American animation industry, he introduced several developments in the production of cartoons. ",img,ccl
"Edison, Thomas Alva",EdisonThomasAlva,Work and Industry,12,images/313.jpg,American inventor,,img,wi
"Gilliss, James Melville",GillissJamesMelville,Work and Industry,12,,,,wi,wi
"Givenchy, Hubert de",GivenchyHubertde,Cultural and Community Life,12,images/314.jpg,French fashion designer,Count Hubert James Marcel Taffin de Givenchy was a French fashion designer who founded the house of Givenchy in 1952. He is famous for having designed much of the personal and professional wardrobe of Audrey Hepburn and clothing for Jacqueline Bouvier Kennedy. ,img,ccl
"Goetz, Karl",GoetzKarl,Work and Industry,12,,,,wi,wi
"Gore, Tipper",GoreTipper,Political and Military History,12,images/316.jpg,Al Gore's wife,"Mary Elizabeth ""Tipper"" Gore is an American social issues advocate who was the second lady of the United States from 1993 to 2001. She is the wife of Al Gore, the 45th vice president of the United States, from whom she separated in 2010.
",img,pmh
"Heyman, Ken",HeymanKen,Work and Industry,12,,,,wi,wi
"Hoe, Richard March",HoeRichardMarch,Work and Industry,12,,,,wi,wi
"Hotz, Fr.",HotzFr,Cultural and Community Life,12,,,,ccl,ccl
"Huevelmann, Margorie",HuevelmannMargorie,Cultural and Community Life,12,,,,ccl,ccl
"Jackson, Chevalier",JacksonChevalier,Medicine and Science,12,,,"Chevalier Quixote Jackson was an American pioneer in laryngology. He is sometimes known as the ""father of endoscopy"", although Philipp Bozzini is also often given this sobriquet. Chevalier Q. Jackson extracted over 2000 swallowed foreign bodies from patients. The collection is currently on display at the MÃ¼tter Museum in Philadelphia.",ms,ms
"Louis, Joe",LouisJoe,Cultural and Community Life,12,,,,ccl,ccl
"Manning, J. H.",ManningJH,Work and Industry,12,,,,wi,wi
"McKaig, Bruce",McKaigBruce,Work and Industry,12,,Actor,,wi,wi
"Mott, Lucretia Coffin",MottLucretiaCoffin,Cultural and Community Life,12,images/320.jpg,Abolitionist,"Lucretia Mott was a U.S. Quaker, abolitionist, women's rights activist, and social reformer. She had formed the idea of reforming the position of women in society when she was amongst the women excluded from the World Anti-Slavery Convention in 1840. ",img,ccl
"O'Connor, Sandra Day",O'ConnorSandraDay,Political and Military History,12,images/321.jpg,Former Associate Justice of the Supreme Court of the United States,"Sandra Day O'Connor is a retired attorney, politician, and the first woman jurist to serve as an associate justice of the Supreme Court of the United States, a position she held from 1981 until her retirement in 2006. ",img,pmh
"Opper, F.",OpperF,Political and Military History,12,,,,pmh,pmh
"Payne, Leon",PayneLeon,Cultural and Community Life,12,,,,ccl,ccl
"Pierce, Eben",PierceEben,Work and Industry,12,,,,wi,wi
"Price, Lloyd",PriceLloyd,Cultural and Community Life,12,images/323.jpg,Radio presenter,"Peter Lloyd Price is a British media personality and radio presenter based in Liverpool, England. He is best known for the Sunday night talk radio show Pete Price: Unzipped, which was broadcast across sister stations Radio City and Radio City Talk. ",img,ccl
"Reinhart, Amelia Marks",ReinhartAmeliaMarks,Cultural and Community Life,12,,,,ccl,ccl
"Richardson, Joseph",RichardsonJoseph,Work and Industry,12,,,,wi,wi
"Schwarz, Ira",SchwarzIra,Work and Industry,12,,,,wi,wi
"Scott, Jack",ScottJack,Cultural and Community Life,12,,,,ccl,ccl
"Selmer, Henri",SelmerHenri,Cultural and Community Life,12,,,,ccl,ccl
"Sommer, Giorgio",SommerGiorgio,Work and Industry,12,,,,wi,wi
"Soule, John P.",SouleJohnP,Work and Industry,12,,Photographer,"John Payson Soule was a photographer and publisher in Boston, Massachusetts, and Seattle, Washington.",wi,wi
"Symington, Stuart",SymingtonStuart,Political and Military History,12,images/327.jpg,Former United States Senator,"William Stuart Symington Jr. was an American businessman and Democratic politician from Missouri. He served as the first Secretary of the Air Force from 1947 to 1950 and was a United States Senator from Missouri from 1953 to 1976.
",img,pmh
"Vischer, Edward",VischerEdward,Cultural and Community Life,12,,Painter,"Edward Vischer was a German-born painter and photographer who migrated from Germany to Mexico at the age of nineteen. There, he worked with the commercial house of Heinrich Virmond, traveling throughout the Pacific Coast region of the Americas. ",ccl,ccl
"Bellamy, Ellen Washington",BellamyEllenWashington,Cultural and Community Life,11,,,,ccl,ccl
"Bohm, F. A.",BohmFA,Cultural and Community Life,11,,,,ccl,ccl
"Brady, Mathew B.",BradyMathewB,Political and Military History,11,images/310.jpg,American photographer,"Mathew B. Brady was an American photographer, and one of the earliest in American history. Best known for his scenes of the Civil War, he studied under inventor Samuel F. B. Morse, who pioneered the daguerreotype technique in America. ",img,pmh
"Clark, James J.",ClarkJamesJ,Work and Industry,11,images/330.jpg,Footballer,"James Clark Morrison is a former professional footballer who played as a midfielder for Middlesbrough and West Bromwich Albion. After representing various England junior sides, Morrison chose to play for Scotland at full international level.",img,wi
"Corio, Robert",CorioRobert,Cultural and Community Life,11,,,,ccl,ccl
"Crane, Margaret",CraneMargaret,Medicine and Science,11,images/331.jpg,American inventor,"Margaret M. Crane is an American inventor and graphic designer who lives in New York. Crane created the first at home pregnancy test in 1967 while working at Organon in West Orange, New Jersey. ",img,ms
"Detwiller, Frederick Knecht",DetwillerFrederickKnecht,Political and Military History,11,,Artist,,pmh,pmh
"Durer, Albrecht",DurerAlbrecht,Work and Industry,11,images/333.jpg,German painter,"Albrecht DÃ¼rer, sometimes spelt in English as Durer or Duerer, was a German painter, printmaker, and theorist of the German Renaissance. ",img,wi
"Flagg, James Montgomery",FlaggJamesMontgomery,Political and Military History,11,,,,pmh,pmh
"Gardener, Helen H.",GardenerHelenH,Work and Industry,11,images/334.jpg,Author,"Helen Hamilton Gardener, born Alice Chenoweth, was an American author, rationalist public intellectual, political activist, and government functionary. ",img,wi
